ROWID,N_RETURNEES,DEST,check_ESC_OBS_MED_by_dest,N_ESC,N_ESC_LEAD
2015_137,NA,Nigeria,NA,NA,NA
2015_140,NA,Albania,NA,NA,NA
2015_141,NA,Albania,NA,NA,NA
2015_145,NA,Albania,NA,NA,NA
2015_146,NA,Albania,NA,NA,NA
2015_153,NA,Kosovo,NA,NA,NA
2015_156,NA,Russia,NA,NA,NA
2015_170,NA,Kosovo,NA,NA,NA
2015_174,NA,Albania,NA,NA,NA
2015_181,NA,Nigeria,NA,NA,NA
2015_186,NA,Kosovo,NA,NA,NA
2015_195,NA,Kosovo,NA,NA,NA
2015_202,NA,Kosovo,NA,NA,NA
2015_208,NA,Nigeria,NA,NA,NA
2015_211,NA,Albania,NA,NA,NA
2015_213,NA,Albania,NA,NA,NA
2015_218,NA,Kosovo,NA,NA,NA
2015_225,NA,Pakistan,NA,NA,NA
2015_228,NA,Armenia,NA,NA,NA
2015_229,NA,Armenia,NA,NA,NA
2015_233,NA,Albania,NA,NA,NA
2015_237,NA,Nigeria,NA,NA,NA
2015_245,NA,Nigeria,NA,NA,NA
2015_249,NA,Kosovo,NA,NA,NA
2015_253,NA,Nigeria,NA,NA,NA
2015_257,NA,Georgia,NA,NA,NA
2015_261,NA,Congo DR,NA,NA,NA
2015_269,NA,Kosovo,NA,NA,NA
2015_271,NA,Kosovo,NA,NA,NA
2015_272,NA,Pakistan,NA,NA,NA
2015_276,NA,Pakistan,NA,NA,NA
2015_277,NA,Pakistan,NA,NA,NA
2015_282,NA,Nigeria,NA,NA,NA
2015_283,NA,Nigeria,NA,NA,NA
2015_296,NA,Kosovo,NA,NA,NA
2015_301,NA,Nigeria,NA,NA,NA
2015_305,NA,Albania,NA,NA,NA
2015_308,NA,Serbia,NA,NA,NA
2015_310,NA,Serbia,NA,NA,NA
2015_311,NA,Serbia,NA,NA,NA
2015_315,NA,Albania,NA,NA,NA
2015_320,NA,Kosovo,NA,NA,NA
2015_329,NA,Albania,NA,NA,NA
2015_333,NA,Kosovo,NA,NA,NA
2015_334,NA,Nigeria,NA,NA,NA
2015_338,NA,Nigeria,NA,NA,NA
2015_339,NA,Nigeria,NA,NA,NA
2015_340,NA,Nigeria,NA,NA,NA
2015_3,NA,Serbia,NA,NA,NA
2015_329,NA,Macedonia,NA,NA,NA
2014_1,32,Nigeria,NA,NA,NA
2014_2,5,Nigeria,NA,NA,NA
2014_3,5,Nigeria,NA,NA,NA
2014_4,34,Pakistan,NA,NA,NA
2014_5,7,Pakistan,NA,NA,NA
2014_6,74,Macedonia,NA,NA,NA
2014_7,6,Macedonia,NA,NA,NA
2014_9,41,Nigeria,NA,NA,NA
2014_10,5,Nigeria,NA,NA,NA
2014_11,1,Nigeria,NA,NA,NA
2014_12,2,Nigeria,NA,NA,NA
2014_13,1,Nigeria,NA,NA,NA
2014_14,1,Nigeria,NA,NA,NA
2014_15,10,Nigeria,NA,NA,NA
2014_16,1,Nigeria,NA,NA,NA
2014_18,43,Serbia,NA,NA,NA
2014_19,24,Serbia,NA,NA,NA
2014_21,33,Albania,NA,NA,NA
2014_22,4,Albania,NA,NA,NA
2014_23,11,Albania,NA,NA,NA
2014_25,40,Pakistan,NA,NA,NA
2014_26,9,Pakistan,NA,NA,NA
2014_27,8,Georgia,NA,NA,NA
2014_28,2,Georgia,NA,NA,NA
2014_29,4,Georgia,NA,NA,NA
2014_30,10,Georgia,NA,NA,NA
2014_31,2,Georgia,NA,NA,NA
2014_32,1,Georgia,NA,NA,NA
2014_34,48,Colombia,NA,NA,NA
2014_35,2.5,Colombia,NA,NA,NA
2014_36,0,Colombia,NA,NA,NA
2014_37,18,Kosovo,NA,NA,NA
2014_38,6,Kosovo,NA,NA,NA
2014_39,5,Kosovo,NA,NA,NA
2014_40,5,Kosovo,NA,NA,NA
2014_41,4,Kosovo,NA,NA,NA
2014_42,5,Kosovo,NA,NA,NA
2014_43,2,Kosovo,NA,NA,NA
2014_45,25,Pakistan,NA,NA,NA
2014_46,0,Pakistan,NA,NA,NA
2014_47,2,Pakistan,NA,NA,NA
2014_48,2,Pakistan,NA,NA,NA
2014_49,2,Pakistan,NA,NA,NA
2014_50,1,Pakistan,NA,NA,NA
2014_52,29,Nigeria,NA,NA,NA
2014_53,1,Nigeria,NA,NA,NA
2014_54,0,Nigeria,NA,NA,NA
2014_55,1,Nigeria,NA,NA,NA
2014_56,2,Nigeria,NA,NA,NA
2014_57,3,Nigeria,NA,NA,NA
2014_58,3,Nigeria,NA,NA,NA
2014_59,2,Nigeria,NA,NA,NA
2014_60,1,Nigeria,NA,NA,NA
2014_61,6,Nigeria,NA,NA,NA
2014_62,2,Nigeria,NA,NA,NA
2014_64,1.5,Serbia,NA,NA,NA
2014_65,11.5,Serbia,NA,NA,NA
2014_66,1.5,Serbia,NA,NA,NA
2014_68,23.5,Bosnia and Herzegovina,NA,NA,NA
2014_69,5,Bosnia and Herzegovina,NA,NA,NA
2014_70,4.5,Bosnia and Herzegovina,NA,NA,NA
2014_71,2,Bosnia and Herzegovina,NA,NA,NA
2014_72,2,Bosnia and Herzegovina,NA,NA,NA
2014_74,63,Serbia,NA,NA,NA
2014_75,2,Serbia,NA,NA,NA
2014_77,7,Nigeria,NA,NA,NA
2014_78,11,Nigeria,NA,NA,NA
2014_79,4,Nigeria,NA,NA,NA
2014_80,4,Nigeria,NA,NA,NA
2014_81,1,Nigeria,NA,NA,NA
2014_82,4,Nigeria,NA,NA,NA
2014_83,2,Nigeria,NA,NA,NA
2014_84,1,Nigeria,NA,NA,NA
2014_85,5,Nigeria,NA,NA,NA
2014_86,4,Nigeria,NA,NA,NA
2014_90,6,Kosovo,NA,NA,NA
2014_91,30,Kosovo,NA,NA,NA
2014_92,6,Kosovo,NA,NA,NA
2014_93,5,Kosovo,NA,NA,NA
2014_94,18,Kosovo,NA,NA,NA
2014_95,6,Kosovo,NA,NA,NA
2014_97,26,Nigeria,NA,NA,NA
2014_98,1,Nigeria,NA,NA,NA
2014_99,4,Nigeria,NA,NA,NA
2014_100,1,Nigeria,NA,NA,NA
2014_101,3,Nigeria,NA,NA,NA
2014_102,2,Nigeria,NA,NA,NA
2014_103,1,Nigeria,NA,NA,NA
2014_104,12,Nigeria,NA,NA,NA
2014_106,16,Congo DR,NA,NA,NA
2014_107,1,Congo DR,NA,NA,NA
2014_108,3,Congo DR,NA,NA,NA
2014_110,4,Kosovo,NA,NA,NA
2014_111,9,Kosovo,NA,NA,NA
2014_112,2,Kosovo,NA,NA,NA
2014_113,29,Kosovo,NA,NA,NA
2014_115,34,Albania,NA,NA,NA
2014_116,8,Albania,NA,NA,NA
2014_117,9,Albania,NA,NA,NA
2014_120,10,Pakistan,NA,NA,NA
2014_121,7,Pakistan,NA,NA,NA
2014_122,2,Pakistan,NA,NA,NA
2014_123,0,Pakistan,NA,NA,NA
2014_124,1,Pakistan,NA,NA,NA
2014_125,4,Pakistan,NA,NA,NA
2014_126,2,Pakistan,NA,NA,NA
2014_127,1,Pakistan,NA,NA,NA
2014_129,46,Colombia,NA,NA,NA
2014_130,1,Colombia,NA,NA,NA
2014_132,3,Nigeria,NA,NA,NA
2014_133,2,Nigeria,NA,NA,NA
2014_134,2,Nigeria,NA,NA,NA
2014_135,2,Nigeria,NA,NA,NA
2014_136,2,Nigeria,NA,NA,NA
2014_137,3,Nigeria,NA,NA,NA
2014_138,1,Nigeria,NA,NA,NA
2014_139,8,Nigeria,NA,NA,NA
2014_140,1,Nigeria,NA,NA,NA
2014_141,2,Nigeria,NA,NA,NA
2014_143,10,Albania,NA,NA,NA
2014_144,2.5,Albania,NA,NA,NA
2014_145,7,Albania,NA,NA,NA
2014_146,0.5,Albania,NA,NA,NA
2014_147,2,Albania,NA,NA,NA
2014_149,13,Serbia,NA,NA,NA
2014_150,8.5,Serbia,NA,NA,NA
2014_151,0,Serbia,NA,NA,NA
2014_153,32,Nigeria,NA,NA,NA
2014_154,1,Nigeria,NA,NA,NA
2014_155,0,Nigeria,NA,NA,NA
2014_156,2,Nigeria,NA,NA,NA
2014_157,1,Nigeria,NA,NA,NA
2014_158,8,Nigeria,NA,NA,NA
2014_159,1,Nigeria,NA,NA,NA
2014_161,48,Kosovo,NA,NA,NA
2014_162,7,Kosovo,NA,NA,NA
2014_163,15,Kosovo,NA,NA,NA
2014_165,40,Pakistan,NA,NA,NA
2014_166,1,Pakistan,NA,NA,NA
2014_167,2,Pakistan,NA,NA,NA
2014_169,13,Kosovo,NA,NA,NA
2014_170,15,Kosovo,NA,NA,NA
2014_171,4,Kosovo,NA,NA,NA
2014_172,44,Kosovo,NA,NA,NA
2014_174,3,Georgia,NA,NA,NA
2014_175,2,Georgia,NA,NA,NA
2014_176,5,Georgia,NA,NA,NA
2014_177,4,Georgia,NA,NA,NA
2014_178,1,Georgia,NA,NA,NA
2014_180,17.5,Bosnia and Herzegovina,NA,NA,NA
2014_181,4.5,Bosnia and Herzegovina,NA,NA,NA
2014_182,0,Bosnia and Herzegovina,NA,NA,NA
2014_183,8,Bosnia and Herzegovina,NA,NA,NA
2014_185,5,Nigeria,NA,NA,NA
2014_186,6,Nigeria,NA,NA,NA
2014_187,1,Nigeria,NA,NA,NA
2014_188,2,Nigeria,NA,NA,NA
2014_189,1,Nigeria,NA,NA,NA
2014_190,2,Nigeria,NA,NA,NA
2014_191,10,Nigeria,NA,NA,NA
2014_192,1,Nigeria,NA,NA,NA
2014_193,3,Nigeria,NA,NA,NA
2014_194,3,Nigeria,NA,NA,NA
2014_195,2,Nigeria,NA,NA,NA
2014_196,5,Nigeria,NA,NA,NA
2014_198,14,Albania,NA,NA,NA
2014_199,6,Albania,NA,NA,NA
2014_200,15,Albania,NA,NA,NA
2014_201,10,Albania,NA,NA,NA
2014_202,7,Albania,NA,NA,NA
2014_203,8,Albania,NA,NA,NA
2014_205,19,Congo DR,NA,NA,NA
2014_206,3,Congo DR,NA,NA,NA
2014_207,1,Congo DR,NA,NA,NA
2014_209,41,Kosovo,NA,NA,NA
2014_210,17,Kosovo,NA,NA,NA
2014_211,5,Kosovo,NA,NA,NA
2014_212,6,Kosovo,NA,NA,NA
2014_214,21.5,Serbia,NA,NA,NA
2014_215,10.5,Serbia,NA,NA,NA
2014_216,0,Serbia,NA,NA,NA
2014_217,1,Georgia,NA,NA,NA
2014_218,3,Georgia,NA,NA,NA
2014_219,2,Georgia,NA,NA,NA
2014_220,5,Georgia,NA,NA,NA
2014_221,1,Georgia,NA,NA,NA
2014_222,6,Georgia,NA,NA,NA
2014_224,28,Kosovo,NA,NA,NA
2014_225,22,Kosovo,NA,NA,NA
2014_228,14,Pakistan,NA,NA,NA
2014_229,11,Pakistan,NA,NA,NA
2014_230,1,Pakistan,NA,NA,NA
2014_235,3,Albania,NA,NA,NA
2014_236,7,Albania,NA,NA,NA
2014_237,0.5,Albania,NA,NA,NA
2014_238,11.5,Albania,NA,NA,NA
2014_239,14,Albania,NA,NA,NA
2014_240,1.5,Albania,NA,NA,NA
2014_241,0,Albania,NA,NA,NA
2014_242,28,Nigeria,NA,NA,NA
2014_243,3,Nigeria,NA,NA,NA
2014_244,5,Nigeria,NA,NA,NA
2014_245,0,Nigeria,NA,NA,NA
2014_246,2,Nigeria,NA,NA,NA
2014_247,1,Nigeria,NA,NA,NA
2014_248,4,Nigeria,NA,NA,NA
2014_249,2,Nigeria,NA,NA,NA
2014_250,2,Nigeria,NA,NA,NA
2014_252,40,Russia,NA,NA,NA
2014_253,2,Russia,NA,NA,NA
2014_254,68,Kosovo,NA,NA,NA
2014_255,4,Kosovo,NA,NA,NA
2014_256,7,Kosovo,NA,NA,NA
2014_34,48,Dominican Republic,NA,NA,NA
2014_35,2.5,Dominican Republic,NA,NA,NA
2014_36,0,Dominican Republic,NA,NA,NA
2014_64,1.5,Macedonia,NA,NA,NA
2014_65,11.5,Macedonia,NA,NA,NA
2014_66,1.5,Macedonia,NA,NA,NA
2014_68,23.5,Albania,NA,NA,NA
2014_69,5,Albania,NA,NA,NA
2014_70,4.5,Albania,NA,NA,NA
2014_71,2,Albania,NA,NA,NA
2014_72,2,Albania,NA,NA,NA
2014_129,46,Ecuador,NA,NA,NA
2014_130,1,Ecuador,NA,NA,NA
2014_143,10,Georgia,NA,NA,NA
2014_144,2.5,Georgia,NA,NA,NA
2014_145,7,Georgia,NA,NA,NA
2014_146,0.5,Georgia,NA,NA,NA
2014_147,2,Georgia,NA,NA,NA
2014_149,13,Macedonia,NA,NA,NA
2014_150,8.5,Macedonia,NA,NA,NA
2014_151,0,Macedonia,NA,NA,NA
2014_180,17.5,Serbia,NA,NA,NA
2014_181,4.5,Serbia,NA,NA,NA
2014_182,0,Serbia,NA,NA,NA
2014_183,8,Serbia,NA,NA,NA
2014_214,21.5,Albania,NA,NA,NA
2014_215,10.5,Albania,NA,NA,NA
2014_216,0,Albania,NA,NA,NA
2014_235,3,Georgia,NA,NA,NA
2014_236,7,Georgia,NA,NA,NA
2014_237,0.5,Georgia,NA,NA,NA
2014_238,11.5,Georgia,NA,NA,NA
2014_239,14,Georgia,NA,NA,NA
2014_240,1.5,Georgia,NA,NA,NA
2014_241,0,Georgia,NA,NA,NA
2014_8,NA,Macedonia,NA,NA,NA
2014_17,NA,Nigeria,NA,NA,NA
2014_20,NA,Serbia,NA,NA,NA
2014_24,NA,Albania,NA,NA,NA
2014_33,NA,Georgia,NA,NA,NA
2014_44,NA,Kosovo,NA,NA,NA
2014_51,NA,Pakistan,NA,NA,NA
2014_63,NA,Nigeria,NA,NA,NA
2014_67,NA,Serbia,NA,NA,NA
2014_73,NA,Bosnia and Herzegovina,NA,NA,NA
2014_76,NA,Serbia,NA,NA,NA
2014_87,NA,Nigeria,NA,NA,NA
2014_88,NA,Nigeria,NA,NA,NA
2014_89,NA,Nigeria,NA,NA,NA
2014_96,NA,Kosovo,NA,NA,NA
2014_105,NA,Nigeria,NA,NA,NA
2014_109,NA,Congo DR,NA,NA,NA
2014_114,NA,Kosovo,NA,NA,NA
2014_118,NA,Albania,NA,NA,NA
2014_119,NA,Albania,NA,NA,NA
2014_128,NA,Pakistan,NA,NA,NA
2014_131,NA,Colombia,NA,NA,NA
2014_142,NA,Nigeria,NA,NA,NA
2014_148,NA,Albania,NA,NA,NA
2014_152,NA,Serbia,NA,NA,NA
2014_160,NA,Nigeria,NA,NA,NA
2014_164,NA,Kosovo,NA,NA,NA
2014_168,NA,Pakistan,NA,NA,NA
2014_173,NA,Kosovo,NA,NA,NA
2014_179,NA,Georgia,NA,NA,NA
2014_184,NA,Bosnia and Herzegovina,NA,NA,NA
2014_197,NA,Nigeria,NA,NA,NA
2014_204,NA,Albania,NA,NA,NA
2014_208,NA,Congo DR,NA,NA,NA
2014_213,NA,Kosovo,NA,NA,NA
2014_223,NA,Georgia,NA,NA,NA
2014_226,NA,Kosovo,NA,NA,NA
2014_227,NA,Kosovo,NA,NA,NA
2014_231,NA,Pakistan,NA,NA,NA
2014_232,NA,Serbia,NA,NA,NA
2014_233,NA,Serbia,NA,NA,NA
2014_234,NA,Serbia,NA,NA,NA
2014_251,NA,Nigeria,NA,NA,NA
2014_67,NA,Macedonia,NA,NA,NA
2014_73,NA,Albania,NA,NA,NA
2014_131,NA,Ecuador,NA,NA,NA
2014_148,NA,Georgia,NA,NA,NA
2014_152,NA,Macedonia,NA,NA,NA
2014_184,NA,Serbia,NA,NA,NA
2013_1,42,Nigeria,NA,NA,NA
2013_2,11,Nigeria,NA,NA,NA
2013_4,3,Nigeria,NA,NA,NA
2013_5,8,Nigeria,NA,NA,NA
2013_6,1,Nigeria,NA,NA,NA
2013_8,54,Ecuador,NA,NA,NA
2013_9,0,Ecuador,NA,NA,NA
2013_10,1,Ecuador,NA,NA,NA
2013_12,7,Nigeria,NA,NA,NA
2013_13,6,Nigeria,NA,NA,NA
2013_14,2,Nigeria,NA,NA,NA
2013_15,6,Nigeria,NA,NA,NA
2013_16,2,Nigeria,NA,NA,NA
2013_17,2,Nigeria,NA,NA,NA
2013_19,33,Nigeria,NA,NA,NA
2013_20,2,Nigeria,NA,NA,NA
2013_21,3,Nigeria,NA,NA,NA
2013_23,11,Georgia,NA,NA,NA
2013_24,3.5,Georgia,NA,NA,NA
2013_25,1,Georgia,NA,NA,NA
2013_26,3,Georgia,NA,NA,NA
2013_27,1,Georgia,NA,NA,NA
2013_28,5,Georgia,NA,NA,NA
2013_29,1,Georgia,NA,NA,NA
2013_30,2,Georgia,NA,NA,NA
2013_32,25,Nigeria,NA,NA,NA
2013_33,2,Nigeria,NA,NA,NA
2013_34,9,Nigeria,NA,NA,NA
2013_35,3,Nigeria,NA,NA,NA
2013_36,4,Nigeria,NA,NA,NA
2013_38,4,Georgia,NA,NA,NA
2013_39,7,Georgia,NA,NA,NA
2013_40,1,Georgia,NA,NA,NA
2013_41,2,Georgia,NA,NA,NA
2013_42,20,Georgia,NA,NA,NA
2013_44,42.5,Serbia,NA,NA,NA
2013_45,8.5,Serbia,NA,NA,NA
2013_46,5,Serbia,NA,NA,NA
2013_47,0,Serbia,NA,NA,NA
2013_49,47.5,Colombia,NA,NA,NA
2013_50,1.5,Colombia,NA,NA,NA
2013_51,11,Nigeria,NA,NA,NA
2013_52,1,Nigeria,NA,NA,NA
2013_53,4,Nigeria,NA,NA,NA
2013_54,1,Nigeria,NA,NA,NA
2013_55,8,Nigeria,NA,NA,NA
2013_57,7,Nigeria,NA,NA,NA
2013_58,8,Nigeria,NA,NA,NA
2013_59,1,Nigeria,NA,NA,NA
2013_60,1,Nigeria,NA,NA,NA
2013_61,1,Nigeria,NA,NA,NA
2013_63,3,Georgia,NA,NA,NA
2013_64,5,Georgia,NA,NA,NA
2013_68,50,Serbia,NA,NA,NA
2013_69,32,Serbia,NA,NA,NA
2013_70,1,Serbia,NA,NA,NA
2013_72,14,Nigeria,NA,NA,NA
2013_73,2,Nigeria,NA,NA,NA
2013_74,3,Nigeria,NA,NA,NA
2013_75,9,Nigeria,NA,NA,NA
2013_76,1,Nigeria,NA,NA,NA
2013_78,1,Nigeria,NA,NA,NA
2013_80,18,Pakistan,NA,NA,NA
2013_81,1,Pakistan,NA,NA,NA
2013_82,4,Pakistan,NA,NA,NA
2013_83,3,Pakistan,NA,NA,NA
2013_84,7,Pakistan,NA,NA,NA
2013_85,2,Pakistan,NA,NA,NA
2013_86,2,Pakistan,NA,NA,NA
2013_88,4,Pakistan,NA,NA,NA
2013_89,29,Pakistan,NA,NA,NA
2013_90,1,Pakistan,NA,NA,NA
2013_92,40,Kosovo,NA,NA,NA
2013_93,15,Kosovo,NA,NA,NA
2013_94,16,Kosovo,NA,NA,NA
2013_95,2,Kosovo,NA,NA,NA
2013_98,15,Albania,NA,NA,NA
2013_99,6,Albania,NA,NA,NA
2013_100,21,Albania,NA,NA,NA
2013_101,10,Albania,NA,NA,NA
2013_103,4.5,Georgia,NA,NA,NA
2013_104,2.5,Georgia,NA,NA,NA
2013_105,2,Georgia,NA,NA,NA
2013_106,6,Georgia,NA,NA,NA
2013_107,2,Georgia,NA,NA,NA
2013_108,1,Georgia,NA,NA,NA
2013_109,3.5,Georgia,NA,NA,NA
2013_110,0,Georgia,NA,NA,NA
2013_112,8,Nigeria,NA,NA,NA
2013_113,1,Nigeria,NA,NA,NA
2013_114,4,Nigeria,NA,NA,NA
2013_115,2,Nigeria,NA,NA,NA
2013_116,3,Nigeria,NA,NA,NA
2013_117,8,Nigeria,NA,NA,NA
2013_118,4,Nigeria,NA,NA,NA
2013_119,6,Nigeria,NA,NA,NA
2013_120,2,Nigeria,NA,NA,NA
2013_122,20,Congo DR,NA,NA,NA
2013_123,3,Congo DR,NA,NA,NA
2013_124,1,Congo DR,NA,NA,NA
2013_125,10,Congo DR,NA,NA,NA
2013_126,26.5,Serbia,NA,NA,NA
2013_127,7,Serbia,NA,NA,NA
2013_128,0,Serbia,NA,NA,NA
2013_129,37,Nigeria,NA,NA,NA
2013_130,1,Nigeria,NA,NA,NA
2013_131,1,Nigeria,NA,NA,NA
2013_132,3,Nigeria,NA,NA,NA
2013_133,5,Nigeria,NA,NA,NA
2013_135,42,Serbia,NA,NA,NA
2013_136,4,Serbia,NA,NA,NA
2013_137,15,Serbia,NA,NA,NA
2013_138,5,Serbia,NA,NA,NA
2013_141,21,Nigeria,NA,NA,NA
2013_142,7,Nigeria,NA,NA,NA
2013_143,1,Nigeria,NA,NA,NA
2013_144,0,Nigeria,NA,NA,NA
2013_145,1,Nigeria,NA,NA,NA
2013_146,2,Nigeria,NA,NA,NA
2013_147,1,Nigeria,NA,NA,NA
2013_148,1,Nigeria,NA,NA,NA
2013_149,1,Nigeria,NA,NA,NA
2013_150,4,Nigeria,NA,NA,NA
2013_151,1,Nigeria,NA,NA,NA
2013_153,36,Nigeria,NA,NA,NA
2013_154,0,Nigeria,NA,NA,NA
2013_155,1,Nigeria,NA,NA,NA
2013_156,3,Nigeria,NA,NA,NA
2013_157,2,Nigeria,NA,NA,NA
2013_158,0,Nigeria,NA,NA,NA
2013_159,3,Nigeria,NA,NA,NA
2013_160,2,Nigeria,NA,NA,NA
2013_163,25.5,Serbia,NA,NA,NA
2013_164,1.5,Serbia,NA,NA,NA
2013_165,1,Serbia,NA,NA,NA
2013_166,12,Serbia,NA,NA,NA
2013_167,1,Serbia,NA,NA,NA
2013_169,41,Ecuador,NA,NA,NA
2013_170,1,Ecuador,NA,NA,NA
2013_171,1.5,Ecuador,NA,NA,NA
2013_173,19,Kosovo,NA,NA,NA
2013_174,18,Kosovo,NA,NA,NA
2013_175,18,Kosovo,NA,NA,NA
2013_176,3,Kosovo,NA,NA,NA
2013_177,2,Kosovo,NA,NA,NA
2013_178,4,Kosovo,NA,NA,NA
2013_179,11,Kosovo,NA,NA,NA
2013_181,5,Nigeria,NA,NA,NA
2013_182,2,Nigeria,NA,NA,NA
2013_184,1,Nigeria,NA,NA,NA
2013_185,1,Nigeria,NA,NA,NA
2013_186,9,Nigeria,NA,NA,NA
2013_188,23,Albania,NA,NA,NA
2013_189,10,Albania,NA,NA,NA
2013_190,17,Albania,NA,NA,NA
2013_191,4,Albania,NA,NA,NA
2013_192,2,Albania,NA,NA,NA
2013_193,5,Albania,NA,NA,NA
2013_194,1,Albania,NA,NA,NA
2013_197,62,Serbia,NA,NA,NA
2013_198,15,Serbia,NA,NA,NA
2013_200,9,Nigeria,NA,NA,NA
2013_201,4,Nigeria,NA,NA,NA
2013_202,15,Nigeria,NA,NA,NA
2013_203,2,Nigeria,NA,NA,NA
2013_204,1,Nigeria,NA,NA,NA
2013_206,19,Pakistan,NA,NA,NA
2013_207,3,Pakistan,NA,NA,NA
2013_208,2,Pakistan,NA,NA,NA
2013_209,2,Pakistan,NA,NA,NA
2013_210,2,Pakistan,NA,NA,NA
2013_211,1,Pakistan,NA,NA,NA
2013_212,2,Pakistan,NA,NA,NA
2013_213,1,Pakistan,NA,NA,NA
2013_214,2,Pakistan,NA,NA,NA
2013_215,7,Pakistan,NA,NA,NA
2013_216,4,Pakistan,NA,NA,NA
2013_219,43,Nigeria,NA,NA,NA
2013_220,1,Nigeria,NA,NA,NA
2013_221,0,Nigeria,NA,NA,NA
2013_222,14,Georgia,NA,NA,NA
2013_223,2.5,Georgia,NA,NA,NA
2013_224,1,Georgia,NA,NA,NA
2013_226,1,Georgia,NA,NA,NA
2013_227,1,Georgia,NA,NA,NA
2013_228,1,Georgia,NA,NA,NA
2013_230,8,Georgia,NA,NA,NA
2013_231,11,Georgia,NA,NA,NA
2013_232,4,Georgia,NA,NA,NA
2013_233,2,Georgia,NA,NA,NA
2013_234,1,Georgia,NA,NA,NA
2013_235,2,Georgia,NA,NA,NA
2013_236,3,Georgia,NA,NA,NA
2013_240,21,Congo DR,NA,NA,NA
2013_241,2,Congo DR,NA,NA,NA
2013_242,91,Ecuador,NA,NA,NA
2013_243,2,Ecuador,NA,NA,NA
2013_244,21,Albania,NA,NA,NA
2013_245,15,Albania,NA,NA,NA
2013_246,1,Albania,NA,NA,NA
2013_8,54,Colombia,NA,NA,NA
2013_9,0,Colombia,NA,NA,NA
2013_10,1,Colombia,NA,NA,NA
2013_23,11,Ukraine,NA,NA,NA
2013_24,3.5,Ukraine,NA,NA,NA
2013_25,1,Ukraine,NA,NA,NA
2013_26,3,Ukraine,NA,NA,NA
2013_28,5,Ukraine,NA,NA,NA
2013_29,1,Ukraine,NA,NA,NA
2013_30,2,Ukraine,NA,NA,NA
2013_44,42.5,Macedonia,NA,NA,NA
2013_45,8.5,Macedonia,NA,NA,NA
2013_46,5,Macedonia,NA,NA,NA
2013_47,0,Macedonia,NA,NA,NA
2013_49,47.5,Dominican Republic,NA,NA,NA
2013_50,1.5,Dominican Republic,NA,NA,NA
2013_103,4.5,Armenia,NA,NA,NA
2013_104,2.5,Armenia,NA,NA,NA
2013_105,2,Armenia,NA,NA,NA
2013_106,6,Armenia,NA,NA,NA
2013_107,2,Armenia,NA,NA,NA
2013_109,3.5,Armenia,NA,NA,NA
2013_110,0,Armenia,NA,NA,NA
2013_126,26.5,Macedonia,NA,NA,NA
2013_127,7,Macedonia,NA,NA,NA
2013_128,0,Macedonia,NA,NA,NA
2013_163,25.5,Macedonia,NA,NA,NA
2013_164,1.5,Macedonia,NA,NA,NA
2013_166,12,Macedonia,NA,NA,NA
2013_167,1,Macedonia,NA,NA,NA
2013_169,41,Colombia,NA,NA,NA
2013_171,1.5,Colombia,NA,NA,NA
2013_222,14,Ukraine,NA,NA,NA
2013_223,2.5,Ukraine,NA,NA,NA
2013_225,1,Ukraine,NA,NA,NA
2013_226,1,Ukraine,NA,NA,NA
2013_227,1,Ukraine,NA,NA,NA
2013_228,1,Ukraine,NA,NA,NA
2013_3,NA,Nigeria,NA,NA,NA
2013_7,NA,Nigeria,NA,NA,NA
2013_11,NA,Ecuador,NA,NA,NA
2013_18,NA,Nigeria,NA,NA,NA
2013_22,NA,Nigeria,NA,NA,NA
2013_31,NA,Georgia,NA,NA,NA
2013_37,NA,Nigeria,NA,NA,NA
2013_43,NA,Georgia,NA,NA,NA
2013_48,NA,Serbia,NA,NA,NA
2013_56,NA,Nigeria,NA,NA,NA
2013_62,NA,Nigeria,NA,NA,NA
2013_65,NA,Georgia,NA,NA,NA
2013_66,NA,Georgia,NA,NA,NA
2013_67,NA,Georgia,NA,NA,NA
2013_71,NA,Serbia,NA,NA,NA
2013_77,NA,Nigeria,NA,NA,NA
2013_79,NA,Nigeria,NA,NA,NA
2013_87,NA,Pakistan,NA,NA,NA
2013_91,NA,Pakistan,NA,NA,NA
2013_96,NA,Kosovo,NA,NA,NA
2013_97,NA,Kosovo,NA,NA,NA
2013_102,NA,Albania,NA,NA,NA
2013_111,NA,Georgia,NA,NA,NA
2013_121,NA,Nigeria,NA,NA,NA
2013_134,NA,Nigeria,NA,NA,NA
2013_139,NA,Serbia,NA,NA,NA
2013_140,NA,Serbia,NA,NA,NA
2013_152,NA,Nigeria,NA,NA,NA
2013_161,NA,Nigeria,NA,NA,NA
2013_162,NA,Nigeria,NA,NA,NA
2013_168,NA,Serbia,NA,NA,NA
2013_172,NA,Ecuador,NA,NA,NA
2013_180,NA,Kosovo,NA,NA,NA
2013_183,NA,Nigeria,NA,NA,NA
2013_187,NA,Nigeria,NA,NA,NA
2013_195,NA,Albania,NA,NA,NA
2013_196,NA,Albania,NA,NA,NA
2013_199,NA,Serbia,NA,NA,NA
2013_205,NA,Nigeria,NA,NA,NA
2013_217,NA,Pakistan,NA,NA,NA
2013_218,NA,Pakistan,NA,NA,NA
2013_225,NA,Georgia,NA,NA,NA
2013_229,NA,Georgia,NA,NA,NA
2013_237,NA,Georgia,NA,NA,NA
2013_238,NA,Georgia,NA,NA,NA
2013_239,NA,Georgia,NA,NA,NA
