DATE,ROID,ID,MSNAME,MSISO,N_RETURNEES,N_ESC_OBS_MED,N_ESC,N_ESC_LEAD,N_MEDS,N_OBS,N_MONITORS,FX_CONTRIB,OPTYPE,NOTES_COMMENTS,N_ESC_POOL,N_MONITORS_POOL
2014-06-05,RO-2014-021,2014_21,Finland,FIN,8,1,NA,NA,NA,NA,2,NA,CRO,NA,NA,NA
2014-06-05,RO-2014-021,2014_21,France,FRA,34,4,NA,NA,NA,NA,NA,29094.12,CRO,NA,NA,NA
2014-06-05,RO-2014-021,2014_21,Portugal,PRT,NA,NA,NA,NA,NA,NA,NA,NA,CRO,Observer,NA,NA
2014-06-17,2014/ROS/20,2014_22,Belgium,BEL,2,5,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2014-06-17,2014/ROS/20,2014_22,Bulgaria,BGR,1,3,NA,NA,NA,NA,NA,917.9,JRO,NA,NA,NA
2014-06-17,2014/ROS/20,2014_22,France,FRA,4,9,NA,NA,NA,NA,NA,9822.63,JRO,NA,NA,NA
2014-06-17,2014/ROS/20,2014_22,Frontex,FX,NA,1,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-06-17,2014/ROS/20,2014_22,Hungary,HUN,NA,NA,NA,NA,NA,NA,NA,992.91,JRO,Stopover,NA,NA
2014-06-17,2014/ROS/20,2014_22,Lithuania,LTU,1,3,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2014-06-17,2014/ROS/20,2014_22,Malta,MLT,2,7,NA,NA,NA,NA,NA,10225.11,JRO,NA,NA,NA
2014-06-17,2014/ROS/20,2014_22,Spain,ESP,10,31,NA,NA,NA,NA,NA,424623.96,JRO,NA,NA,NA
2014-06-17,2014/ROS/20,2014_22,Sweden,SWE,7,10,NA,NA,NA,NA,NA,18605.25,JRO,NA,NA,NA
2014-06-25,2014/ROS/22,2014_23,Bulgaria,BGR,2,5,NA,NA,NA,NA,NA,1599.7,JRO,NA,NA,NA
2014-06-25,2014/ROS/22,2014_23,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-06-25,2014/ROS/22,2014_23,Spain,ESP,92,125,NA,NA,NA,NA,NA,NA,JRO,Not financed,NA,NA
2014-06-26,2014/ROS/21,2014_24,Austria,AUT,3,25,NA,NA,NA,NA,2,204977.18,JRO,NA,NA,NA
2014-06-26,2014/ROS/22,2014_24,Denmark,DNK,2,7,NA,NA,NA,NA,NA,3075.54,JRO,NA,NA,NA
2014-06-26,2014/ROS/23,2014_24,Finland,FIN,2,6,NA,NA,NA,NA,NA,20655.55,JRO,NA,NA,NA
2014-06-26,2014/ROS/24,2014_24,France,FRA,2,5,NA,NA,NA,NA,NA,2798.34,JRO,NA,NA,NA
2014-06-26,2014/ROS/25,2014_24,Germany,DEU,2,8,NA,NA,NA,NA,NA,45181.21,JRO,NA,NA,NA
2014-06-26,2014/ROS/26,2014_24,Greece,GRC,3,7,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2014-06-26,2014/ROS/27,2014_24,Malta,MLT,1,4,NA,NA,NA,NA,NA,950.02,JRO,NA,NA,NA
2014-06-26,2014/ROS/28,2014_24,Norway,NOR,8,19,NA,NA,NA,NA,NA,57659.66,JRO,NA,NA,NA
2014-06-26,2014/ROS/29,2014_24,Slovakia,SVK,1,3,NA,NA,NA,NA,NA,21.39,JRO,NA,NA,NA
2014-06-26,2014/ROS/30,2014_24,Switzerland,CHE,2,6,NA,NA,NA,NA,NA,12345.45,JRO,NA,NA,NA
2014-06-26,2014/ROS/31,2014_24,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-07-08,2014/ROS/23,2014_25,France,FRA,5,11,NA,NA,NA,NA,NA,6280.34,JRO,NA,NA,NA
2014-07-08,2014/ROS/23,2014_25,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-07-08,2014/ROS/23,2014_25,Greece,GRC,4,9,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2014-07-08,2014/ROS/23,2014_25,Norway,NOR,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-07-08,2014/ROS/23,2014_25,Spain,ESP,20,49,NA,NA,NA,NA,2,179009.65,JRO,NA,NA,NA
2014-07-08,2014/ROS/23,2014_25,Sweden,SWE,14,34,NA,NA,NA,NA,NA,89725.53,JRO,NA,NA,NA
2014-07-08,2014/ROS/24,2014_26,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-07-08,2014/ROS/24,2014_26,Germany,DEU,26,23,NA,NA,NA,NA,NA,71516.23,JRO,NA,NA,NA
2014-07-08,2014/ROS/24,2014_26,Luxembourg,LUX,17,21,NA,NA,NA,NA,1,827.55,JRO,NA,NA,NA
2014-07-08,2014/ROS/24,2014_26,Poland,POL,NA,NA,NA,NA,NA,NA,NA,NA,JRO,Cancelled,NA,NA
2014-07-10,2014/ROS/25,2014_27,Bulgaria,BGR,2,5,NA,NA,NA,NA,NA,1479.38,JRO,NA,NA,NA
2014-07-10,2014/ROS/25,2014_27,Finland,FIN,1,2,NA,NA,NA,NA,NA,11258.62,JRO,NA,NA,NA
2014-07-10,2014/ROS/25,2014_27,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-07-10,2014/ROS/25,2014_27,Greece,GRC,1,3,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-07-10,2014/ROS/25,2014_27,Italy,ITA,32,91,NA,NA,NA,NA,NA,195168.83,JRO,NA,NA,NA
2014-07-10,2014/ROS/25,2014_27,Norway,NOR,8,17,NA,NA,NA,NA,NA,51053.2,JRO,Return Fund,NA,NA
2014-07-10,2014/ROS/25,2014_27,Poland,POL,1,3,NA,NA,NA,NA,NA,2655.59,JRO,NA,NA,NA
2014-07-10,2014/ROS/25,2014_27,Spain,ESP,NA,NA,NA,NA,NA,NA,NA,NA,JRO,Cancelled,NA,NA
2014-08-25,2014/ROS/26,2014_28,Finland,FIN,7,11,NA,NA,NA,NA,NA,21895.15,JRO,NA,NA,NA
2014-08-25,2014/ROS/26,2014_28,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-08-25,2014/ROS/26,2014_28,Germany,DEU,15,11,NA,NA,NA,NA,NA,11861.47,JRO,NA,NA,NA
2014-08-25,2014/ROS/26,2014_28,Hungary,HUN,48,58,NA,NA,NA,NA,1,37236.87,JRO,NA,NA,NA
2014-09-15,2014/ROS/28,2014_29,Bulgaria,BGR,1,3,NA,NA,NA,NA,NA,781.99,JRO,NA,NA,NA
2014-09-15,2014/ROS/28,2014_29,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-09-15,2014/ROS/28,2014_29,Greece,GRC,40,79,NA,NA,NA,NA,NA,NA,JRO,other EU funds,NA,NA
2014-09-15,2014/ROS/28,2014_29,Lithuania,LTU,2,4,NA,NA,NA,NA,NA,NA,JRO,other EU funds,NA,NA
2014-01-21,2013/ROS/44,2014_3,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-01-21,2013/ROS/44,2014_3,Germany,DEU,74,35,NA,NA,NA,NA,NA,55773.46,JRO,NA,NA,NA
2014-01-21,2013/ROS/44,2014_3,Sweden,SWE,6,6,NA,NA,NA,NA,NA,8855.66,JRO,NA,NA,NA
2014-09-30,2014/ROS/27,2014_30,France,FRA,4,9,NA,NA,NA,NA,NA,4298.65,JRO,NA,NA,NA
2014-09-30,2014/ROS/27,2014_30,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-09-30,2014/ROS/27,2014_30,Germany,DEU,15,11,NA,NA,NA,NA,NA,47965.9,JRO,NA,NA,NA
2014-09-30,2014/ROS/27,2014_30,Hungary,HUN,44,46,NA,NA,NA,NA,NA,1375.53,JRO,NA,NA,NA
2014-09-30,2014/ROS/27,2014_30,Sweden,SWE,13,33,NA,NA,NA,NA,NA,111716.14,JRO,NA,NA,NA
2014-10-16,RO-2014-031,2014_31,Denmark,DNK,1,NA,NA,NA,NA,NA,NA,636.35,CRO,NA,NA,NA
2014-10-16,RO-2014-031,2014_31,France,FRA,2,1,NA,NA,NA,NA,NA,2705.48,CRO,NA,NA,NA
2014-10-16,RO-2014-031,2014_31,Georgia,GEO,NA,61,NA,NA,NA,NA,2,NA,CRO,NA,NA,NA
2014-10-16,RO-2014-031,2014_31,Germany,DEU,4,NA,NA,NA,NA,NA,NA,11909.96,CRO,NA,NA,NA
2014-10-16,RO-2014-031,2014_31,Poland,POL,5,1,NA,NA,NA,NA,1,865.37,CRO,NA,NA,NA
2014-10-16,RO-2014-031,2014_31,Switzerland,CHE,3,1,NA,NA,NA,NA,1,93883,CRO,NA,NA,NA
2014-10-21,2014/ROS/32,2014_32,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-10-21,2014/ROS/32,2014_32,Germany,DEU,35,43,NA,NA,NA,NA,NA,75741.98,JRO,NA,NA,NA
2014-10-21,2014/ROS/32,2014_32,Luxembourg,LUX,16,26,NA,NA,NA,NA,1,10563.68,JRO,NA,NA,NA
2014-10-21,2014/ROS/32,2014_32,Netherlands,NLD,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-10-21,2014/ROS/32,2014_32,Sweden,SWE,9,10,NA,NA,NA,NA,NA,19750.83,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Belgium,BEL,2,7,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2014-10-22,2014/ROS/30,2014_33,Bulgaria,BGR,3,7,NA,NA,NA,NA,NA,3005.51,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Denmark,DNK,6,16,NA,NA,NA,NA,NA,4416.95,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Finland,FIN,2,7,NA,NA,NA,NA,NA,32346.26,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Germany,DEU,1,5,NA,NA,NA,NA,NA,28588.65,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Malta,MLT,3,13,NA,NA,NA,NA,NA,17695.36,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Netherlands,NLD,5,34,NA,NA,NA,NA,1,215707.02,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Norway,NOR,10,20,NA,NA,NA,NA,NA,50337.73,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Portugal,PRT,1,4,NA,NA,NA,NA,NA,1277.93,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Spain,ESP,5,11,NA,NA,NA,NA,NA,NA,JRO,Stopover,NA,NA
2014-10-22,2014/ROS/30,2014_33,Sweden,SWE,1,5,NA,NA,NA,NA,NA,1961.85,JRO,NA,NA,NA
2014-10-22,2014/ROS/30,2014_33,Switzerland,CHE,2,5,NA,NA,NA,NA,NA,1030.78,JRO,NA,NA,NA
2014-10-28,2014/ROS/33,2014_34,Belgium,BEL,7,9,NA,NA,NA,NA,2,NA,JRO,No FPA,NA,NA
2014-10-28,2014/ROS/33,2014_34,Finland,FIN,8,13,NA,NA,NA,NA,NA,20164.45,JRO,NA,NA,NA
2014-10-28,2014/ROS/33,2014_34,France,FRA,10,19,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-10-28,2014/ROS/33,2014_34,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-10-28,2014/ROS/33,2014_34,Germany,DEU,15,12,NA,NA,NA,NA,NA,984.3,JRO,NA,NA,NA
2014-10-28,2014/ROS/33,2014_34,Spain,ESP,6,13,NA,NA,NA,NA,NA,77012.39,JRO,NA,NA,NA
2014-10-28,2014/ROS/33,2014_34,Sweden,SWE,14,32,NA,NA,NA,NA,NA,106804.52,JRO,NA,NA,NA
2014-11-04,2014/ROS/34,2014_35,Belgium,BEL,19,58,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2014-11-04,2014/ROS/34,2014_35,Finland,FIN,3,9,NA,NA,NA,NA,NA,26272.04,JRO,NA,NA,NA
2014-11-04,2014/ROS/34,2014_35,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-11-04,2014/ROS/34,2014_35,Romania,ROU,1,3,NA,NA,NA,NA,NA,1987.48,JRO,NA,NA,NA
2014-11-05,2014/ROS/38,2014_36,Hungary,HUN,41,60,NA,NA,NA,NA,1,44501.18,JRO,NA,NA,NA
2014-11-05,2014/ROS/39,2014_36,Austria,AUT,17,16,NA,NA,NA,NA,1,4215.45,JRO,NA,NA,NA
2014-11-05,2014/ROS/40,2014_36,France,FRA,5,11,NA,NA,NA,NA,NA,5645.35,JRO,NA,NA,NA
2014-11-05,2014/ROS/41,2014_36,Germany,DEU,6,7,NA,NA,NA,NA,NA,25746.38,JRO,NA,NA,NA
2014-11-05,2014/ROS/42,2014_36,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-11-18,2014/ROS/35,2014_37,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-11-18,2014/ROS/35,2014_37,Germany,DEU,43,34,NA,NA,NA,NA,NA,53657.06,JRO,NA,NA,NA
2014-11-18,2014/ROS/35,2014_37,Sweden,SWE,21,32,NA,NA,NA,NA,NA,40659.45,JRO,NA,NA,NA
2014-11-19,RO-2014-038,2014_38,Denmark,DNK,3,NA,NA,NA,NA,NA,NA,1324.88,CRO,NA,NA,NA
2014-11-19,RO-2014-038,2014_38,France,FRA,1,5,NA,NA,NA,NA,NA,114558.67,CRO,NA,NA,NA
2014-11-19,RO-2014-038,2014_38,Georgia,GEO,NA,46,NA,NA,NA,NA,2,NA,CRO,NA,NA,NA
2014-11-19,RO-2014-038,2014_38,Germany,DEU,2,NA,NA,NA,NA,NA,NA,15143.3,CRO,NA,NA,NA
2014-11-19,RO-2014-038,2014_38,Lithuania,LTU,6,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2014-11-19,RO-2014-038,2014_38,Netherlands,NLD,1,NA,NA,NA,NA,NA,NA,952.49,CRO,NA,NA,NA
2014-11-19,RO-2014-038,2014_38,Poland,POL,5,1,NA,NA,NA,NA,1,714.56,CRO,NA,NA,NA
2014-11-26,2014/ROS/41,2014_39,Austria,AUT,28,44,NA,NA,NA,NA,1,37383,JRO,NA,NA,NA
2014-11-26,2014/ROS/41,2014_39,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-11-26,2014/ROS/41,2014_39,Germany,DEU,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-11-26,2014/ROS/41,2014_39,Hungary,HUN,22,28,NA,NA,NA,NA,NA,713.87,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Bulgaria,BGR,5,11,NA,NA,NA,NA,NA,3470.69,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Denmark,DNK,1,3,NA,NA,NA,NA,1,686.07,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Germany,DEU,1,5,NA,NA,NA,NA,NA,4838.3,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Iceland,ISL,1,3,NA,NA,NA,NA,NA,3679.7,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Netherlands,NLD,1,7,NA,NA,NA,NA,1,18961.74,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Spain,ESP,10,21,NA,NA,NA,NA,NA,111.36,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,Sweden,SWE,2,8,NA,NA,NA,NA,NA,41761.29,JRO,NA,NA,NA
2014-01-28,2013/ROS/43,2014_4,United Kingdom,GBR,41,108,NA,NA,NA,NA,NA,229278.8,JRO,NA,NA,NA
2014-11-28,2014/ROS/37,2014_40,Bulgaria,BGR,11,23,NA,NA,NA,NA,NA,3148.47,JRO,NA,NA,NA
2014-11-28,2014/ROS/37,2014_40,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-11-28,2014/ROS/37,2014_40,Poland,POL,1,3,NA,NA,NA,NA,NA,1067.88,JRO,NA,NA,NA
2014-11-28,2014/ROS/37,2014_40,Spain,ESP,14,40,NA,NA,NA,NA,NA,430238.04,JRO,NA,NA,NA
2014-12-02,2014/ROS/39,2014_41,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-12-02,2014/ROS/39,2014_41,Germany,DEU,NA,NA,NA,NA,NA,NA,NA,1151.62,JRO,NA,NA,NA
2014-12-02,2014/ROS/39,2014_41,Sweden,SWE,NA,NA,NA,NA,NA,NA,NA,95776.23,JRO,NA,NA,NA
2014-12-04,2014/ROS/40,2014_42,Austria,AUT,6,37,NA,NA,NA,NA,2,171221.13,JRO,NA,NA,NA
2014-12-04,2014/ROS/40,2014_42,Finland,FIN,1,4,NA,NA,NA,NA,NA,14787.53,JRO,NA,NA,NA
2014-12-04,2014/ROS/40,2014_42,France,FRA,14,19,NA,NA,NA,NA,NA,7878.14,JRO,NA,NA,NA
2014-12-04,2014/ROS/40,2014_42,Germany,DEU,23,26,NA,NA,NA,NA,NA,44971.1,JRO,NA,NA,NA
2014-12-04,2014/ROS/40,2014_42,Lithuania,LTU,3,4,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-12-04,2014/ROS/40,2014_42,Spain,ESP,28,58,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Denmark,DNK,3,9,NA,NA,NA,NA,NA,1290.82,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Finland,FIN,5,11,NA,NA,NA,NA,3,54307.59,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Germany,DEU,NA,NA,NA,NA,NA,NA,NA,46169.64,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Greece,GRC,2,7,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Norway,NOR,28,84,NA,NA,NA,NA,NA,295309.76,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Portugal,PRT,1,3,NA,NA,NA,NA,NA,1178.52,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Spain,ESP,4,11,NA,NA,NA,NA,3,NA,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Sweden,SWE,2,7,NA,NA,NA,NA,NA,4462.73,JRO,NA,NA,NA
2014-12-10,2014/ROS/42,2014_43,Switzerland,CHE,2,5,NA,NA,NA,NA,NA,770.47,JRO,NA,NA,NA
2014-12-11,2014/ROS/43,2014_44,Poland,POL,40,46,NA,NA,NA,NA,1,NA,JRO,Return Fund,NA,NA
2014-12-11,2014/ROS/43,2014_44,Switzerland,CHE,2,5,NA,NA,NA,NA,NA,19663.68,JRO,NA,NA,NA
2014-12-16,2014/ROS/44,2014_45,Finland,FIN,4,7,NA,NA,NA,NA,NA,2670.75,JRO,NA,NA,NA
2014-12-16,2014/ROS/44,2014_45,Germany,DEU,7,9,NA,NA,NA,NA,NA,45879.85,JRO,NA,NA,NA
2014-12-16,2014/ROS/44,2014_45,Hungary,HUN,68,82,NA,NA,NA,NA,NA,42041.06,JRO,NA,NA,NA
2014-02-04,2013/ROS/45,2014_5,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-02-04,2013/ROS/45,2014_5,Germany,DEU,43,37,NA,NA,NA,NA,NA,48263.32,JRO,NA,NA,NA
2014-02-04,2013/ROS/45,2014_5,Sweden,SWE,24,22,NA,NA,NA,NA,NA,26458.46,JRO,NA,NA,NA
2014-02-04,RO-2014-006,2014_6,Belgium,BEL,4,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2014-02-04,RO-2014-006,2014_6,France,FRA,33,2,NA,NA,NA,NA,NA,64151.01,CRO,NA,NA,NA
2014-02-04,RO-2014-006,2014_6,Iceland,ISL,NA,NA,NA,NA,NA,NA,1,3394.56,CRO,NA,NA,NA
2014-02-04,RO-2014-006,2014_6,Spain,ESP,11,NA,NA,NA,NA,NA,NA,35362.32,CRO,NA,NA,NA
2014-02-17,2014/ROS/09,2014_7,Greece,GRC,40,81,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-02-17,2014/ROS/09,2014_7,Spain,ESP,9,23,NA,NA,NA,NA,NA,58027.87,JRO,NA,NA,NA
2014-02-21,2013/ROS/47,2014_8,Austria,AUT,2,7,NA,NA,NA,NA,1,2448,JRO,NA,NA,NA
2014-02-21,2013/ROS/47,2014_8,France,FRA,2,5,NA,NA,NA,NA,NA,5251.51,JRO,NA,NA,NA
2014-02-21,2013/ROS/47,2014_8,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-02-21,2013/ROS/47,2014_8,Greece,GRC,4,9,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-02-21,2013/ROS/47,2014_8,Poland,POL,10,14,NA,NA,NA,NA,NA,6707.1,JRO,Return Fund,NA,NA
2014-02-21,2013/ROS/47,2014_8,Spain,ESP,8,31,NA,NA,NA,NA,NA,196902.84,JRO,NA,NA,NA
2014-02-21,2013/ROS/47,2014_8,Sweden,SWE,1,3,NA,NA,NA,NA,NA,8851.91,JRO,NA,NA,NA
2014-02-25,2014/ROS/08,2014_9,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2014-02-25,2014/ROS/08,2014_9,Greece,GRC,5,11,NA,NA,NA,NA,NA,NA,JRO,Return Fund,NA,NA
2014-02-25,2014/ROS/08,2014_9,Spain,ESP,96,146,NA,NA,NA,NA,NA,295183.75,JRO,NA,NA,NA
2015-01-20,2014/ROS/46,2015_1,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2015-01-20,2014/ROS/46,2015_1,Germany,DEU,80,48,NA,NA,NA,NA,NA,48914.31,JRO,NA,NA,NA
2015-01-20,2014/ROS/46,2015_1,Sweden,SWE,4,5,NA,NA,NA,NA,NA,6568.52,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Denmark,DNK,5,14,NA,NA,NA,NA,1,948.6,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Finland,FIN,1,4,NA,NA,NA,NA,NA,310,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,France,FRA,2,5,NA,NA,NA,NA,NA,7045.7,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Germany,DEU,3,10,NA,NA,NA,NA,NA,48050.68,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Ireland,IRL,7,21,NA,NA,NA,NA,NA,38022,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Malta,MLT,2,6,NA,NA,NA,NA,NA,4463.66,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Norway,NOR,15,52,NA,NA,NA,NA,NA,254272.69,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Spain,ESP,5,15,NA,NA,NA,NA,NA,NA,JRO,Stopover,NA,NA
2015-03-11,2015/ROS/11,2015_10,Sweden,SWE,1,4,NA,NA,NA,NA,NA,25976.18,JRO,NA,NA,NA
2015-03-11,2015/ROS/11,2015_10,Switzerland,CHE,4,9,NA,NA,NA,NA,NA,1960.4,JRO,NA,NA,NA
2015-03-11,2015/ROS/12,2015_11,Austria,AUT,33,42,NA,NA,NA,NA,NA,84624.47,JRO,NA,NA,NA
2015-03-11,2015/ROS/12,2015_11,France,FRA,7,15,NA,NA,NA,NA,NA,7040.57,JRO,NA,NA,NA
2015-03-11,2015/ROS/12,2015_11,Frontex,FX,NA,NA,NA,NA,NA,NA,NA,NA,JRO,NA,NA,NA
2015-03-11,2015/ROS/12,2015_11,Germany,DEU,5,16,NA,NA,NA,NA,NA,1891.19,JRO,NA,NA,NA
2015-03-11,2015/ROS/12,2015_11,Hungary,HUN,22,24,NA,NA,NA,NA,NA,1063.62,JRO,NA,NA,NA
2015-03-11,2015/ROS/12,2015_11,Romania,ROU,1,2,NA,NA,NA,NA,NA,1187.51,JRO,NA,NA,NA
2015-03-17,2015/ROS/13,2015_12,Germany,DEU,84,36,NA,NA,NA,NA,NA,44458.56,JRO,NA,NA,NA
2015-03-17,2015/ROS/13,2015_12,Sweden,SWE,5,5,NA,NA,NA,NA,NA,8401.48,JRO,NA,NA,NA
2015-03-24,RO-2015-014,2015_13,Germany,DEU,5,1,NA,NA,NA,NA,NA,88009.55,CRO,NA,NA,NA
2015-03-24,RO-2015-014,2015_13,Italy,ITA,7,NA,NA,NA,NA,NA,NA,30670.4,CRO,NA,NA,NA
2015-03-24,RO-2015-014,2015_13,Lithuania,LTU,3,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2015-03-24,RO-2015-014,2015_13,Poland,POL,6,1,NA,NA,NA,NA,1,699.27,CRO,NA,NA,NA
2015-03-24,RO-2015-014,2015_13,Spain,ESP,8,NA,NA,NA,NA,NA,NA,22585.46,CRO,NA,NA,NA
2015-03-24,RO-2015-014,2015_13,Switzerland,CHE,6,1,NA,NA,NA,NA,1,596.2,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,Albania,ALB,NA,29,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,Belgium,BEL,4,NA,NA,NA,NA,NA,NA,NA,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,Finland,FIN,6,NA,NA,NA,NA,NA,2,25289.22,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,France,FRA,25,4,NA,NA,NA,NA,NA,71604.52,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,Germany,DEU,7,NA,NA,NA,NA,NA,NA,87.04,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,Italy,ITA,4,NA,NA,NA,NA,NA,NA,30670.4,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,Spain,ESP,3,NA,NA,NA,NA,NA,NA,22585.46,CRO,NA,NA,NA
2015-03-24,RO-2015-013,2015_14,Switzerland,CHE,NA,1,NA,NA,NA,NA,NA,713,CRO,NA,NA,NA
2015-03-26,2015/ROS/16,2015_15,Austria,AUT,17,31,NA,NA,NA,NA,1,6073.5,JRO,NA,NA,NA
2015-03-26,2015/ROS/16,2015_15,Croatia,HRV,4,4,NA,NA,NA,NA,NA,166.78,JRO,NA,NA,NA
2015-03-26,2015/ROS/16,2015_15,France,FRA,5,11,NA,NA,NA,NA,NA,5699.03,JRO,NA,NA,NA
2015-03-26,2015/ROS/16,2015_15,Germany,DEU,NA,NA,NA,NA,NA,NA,NA,17876.46,JRO,NA,NA,NA
